key,som_key,lon,lat
27FL0036001,2449,215350.0,493599.0
B45B0357001,225,156362.0,421274.0
DEUR029001,2950,190962.0,378132.0
B33G0316001,920,204000.0,461110.0
B41B0476001,1874,233744.0,442225.0
B41B0475001,1687,233082.0,441605.0
27HC105A001,1368,211595.0,482060.0
B41B0278001,1261,231100.0,441900.0
B34E1677001,1684,246065.0,470376.0
B17E1541001,2976,244357.0,541066.0
DEUR038001,2280,190532.0,376714.0
B41E0248001,2778,240970.0,440460.0
B41A0153001,2213,220139.52,439985.96
B45B0327001,348,157905.0,421952.0
21EC208A001,267,202604.0,516663.0
B38H2377001,776,136960.0,431611.0
B34F3239001,2523,251899.1,464008.7
DEUR004001,2954,187269.0,382774.0
B38E1621001,658,127348.0,448773.0
27FG76I001,1613,216534.0,493017.0
B21H0044001,1178,216267.07,505538.53
B22C0134001,215,221127.23,509572.29
B31D1554001,21,117786.0,462428.0
27FG76F001,2270,217072.0,493602.0
B12D1770001,121,234639.0,551484.0
ASTE005001,2667,181893.0,381061.0
B27G0946001,2566,207192.0,481173.0
WIJB003001,701,159594.0,404788.0
B28C0113001,1052,221070.17,480064.59
5230_PBF001,576,115044.0,396783.0
21DC309B001,219,193101.0,503591.0
Brongebied Vl Aa-PB5001,781,215997.0,548242.0
B28A0004001,985,225503.0,493545.0
B32D1372001,579,158730.0,453709.0
B44H0312001,9,135980.0,405040.0
27FG812T001,1485,219279.0,485718.0
CORK001001,2313,175826.0,383196.0
Gemaal Hackfort - Makkink_14_FT1_WATHTE_m_NAP_GW_DagGem001,1006,216637.0,457718.0
VILT102001,2039,192187.0,410579.0
27HG70S001,1439,218263.0,486819.0
B52A0226001,1859,183390.0,390160.0
B28H0690001,1874,255383.76,484367.75
WIJB001001,471,159846.0,405752.0
B28C0419001,1616,220031.56,484838.83
CORK010001,1570,171057.0,381737.0
B41B0477001,1874,233317.0,442938.0
B17E2222001,1810,241038.0,545023.0
B32G0209001,302,167213.29,451807.58
PEVE023_2001,2952,188106.0,384150.0
B45G0272001,1319,168610.0,408540.0
B46C0162001,1540,182720.0,411930.0
TONG003001,2037,182161.0,414248.0
B40A0686001,586,182653.2,440313.8
B37D0407001,595,70958.0,433844.0
RM445_31eWijk001,1402,233282.0,525645.0
B45H0189001,1902,178255.0,405150.0
B45H0239001,2272,171420.0,403139.0
B27D0095001,843,195150.0,480880.0
B17C1761001,967,224809.0,536109.0
Brongebied Vl Aa-PB6001,780,216563.0,547416.0
B17C1752001,1089,221821.0,536177.0
